"OBJECTID","Oceans","Regions","SubRegions","Sampling.Method","Microplastics.Measurement.Density","Unit","Density.Class.Range","Concentration.Class","Latitude","Longitude","Date","x","y"
22264,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",790,"pieces kg-1 d.w.",">200","Very High",27.941,-82.445,"21/03/2017",-9177731.745,3241530.973
22221,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9418,-82.4585,"23/08/2016",-9179238.232,3241638.081
22220,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9418,-82.4585,"13/07/2016",-9179238.232,3241638.081
22219,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9418,-82.4585,"09/06/2016",-9179238.232,3241638.081
22222,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.9418,-82.4585,"14/09/2016",-9179238.232,3241638.081
22083,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9237,-82.4807,"08/05/2017",-9181709.524,3239357.507
22078,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.9237,-82.4807,"11/07/2016",-9181709.524,3239357.507
22085,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",4000,"pieces/m3",">=10","Very High",27.9237,-82.4807,"10/07/2017",-9181709.524,3239357.507
22080,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.9237,-82.4807,"12/09/2016",-9181709.524,3239357.507
22079,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9237,-82.4807,"09/08/2016",-9181709.524,3239357.507
22084,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.9237,-82.4807,"13/06/2017",-9181709.524,3239357.507
22081,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.9237,-82.4807,"11/10/2016",-9181709.524,3239357.507
22125,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.897,-82.4382,"10/07/2017",-9176978.446,3235994.042
22120,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.897,-82.4382,"11/10/2016",-9176978.446,3235994.042
22123,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.897,-82.4382,"08/05/2017",-9176978.446,3235994.042
22118,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.897,-82.4382,"09/08/2016",-9176978.446,3235994.042
22121,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.897,-82.4382,"07/11/2016",-9176978.446,3235994.042
22116,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.897,-82.4382,"14/06/2016",-9176978.446,3235994.042
22119,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.897,-82.4382,"12/09/2016",-9176978.446,3235994.042
18427,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9504,-82.5461,"16/08/2020",-9188989.819,3242721.802
22055,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",3000,"pieces/m3",">=10","Very High",27.9687,-82.5621,"05/07/2017",-9190770.931,3245028.149
22054,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.9687,-82.5621,"05/06/2017",-9190770.931,3245028.149
22051,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9687,-82.5621,"03/10/2016",-9190770.931,3245028.149
22049,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9687,-82.5621,"08/06/2016",-9190770.931,3245028.149
22053,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",4000,"pieces/m3",">=10","Very High",27.9687,-82.5621,"10/04/2017",-9190770.931,3245028.149
22050,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9687,-82.5621,"01/08/2016",-9190770.931,3245028.149
22046,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9185,-82.5379,"10/04/2017",-9188076.999,3238702.385
22047,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9185,-82.5379,"05/06/2017",-9188076.999,3238702.385
22224,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",2.6,"pieces/m3","1-10","High",27.9185,-82.5379,"01/11/2016",-9188076.999,3238702.385
22044,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9185,-82.5379,"03/10/2016",-9188076.999,3238702.385
22045,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.9185,-82.5379,"01/11/2016",-9188076.999,3238702.385
22077,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9237,-82.4807,"14/06/2016",-9181709.524,3239357.507
22082,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9237,-82.4807,"11/04/2017",-9181709.524,3239357.507
22043,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.9185,-82.5379,"01/08/2016",-9188076.999,3238702.385
22225,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",5.4,"pieces/m3","1-10","High",27.9185,-82.5379,"10/04/2017",-9188076.999,3238702.385
22042,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",4000,"pieces/m3",">=10","Very High",27.9185,-82.5379,"08/06/2016",-9188076.999,3238702.385
22048,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9185,-82.5379,"05/07/2017",-9188076.999,3238702.385
22226,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",8.2,"pieces/m3","1-10","High",27.9185,-82.5379,"05/06/2017",-9188076.999,3238702.385
22223,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",4.1,"pieces/m3","1-10","High",27.9185,-82.5379,"03/10/2016",-9188076.999,3238702.385
22227,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",2.6,"pieces/m3","1-10","High",27.9185,-82.5379,"05/07/2017",-9188076.999,3238702.385
22262,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",180,"pieces kg-1 d.w.","150-200","High",27.9528,-82.6416,"21/03/2017",-9199620.83,3243024.252
22229,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",3.9,"pieces/m3","1-10","High",27.9528,-82.6416,"01/11/2016",-9199620.83,3243024.252
22232,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",3.5,"pieces/m3","1-10","High",27.9528,-82.6416,"05/07/2017",-9199620.83,3243024.252
22231,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",2.4,"pieces/m3","1-10","High",27.9528,-82.6416,"05/06/2017",-9199620.83,3243024.252
22073,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",4000,"pieces/m3",">=10","Very High",27.9528,-82.6416,"01/11/2016",-9199620.83,3243024.252
22074,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9528,-82.6416,"10/04/2017",-9199620.83,3243024.252
22052,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9687,-82.5621,"01/11/2016",-9190770.931,3245028.149
22071,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9528,-82.6416,"01/08/2016",-9199620.83,3243024.252
22072,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.9528,-82.6416,"03/10/2016",-9199620.83,3243024.252
22070,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9528,-82.6416,"08/06/2016",-9199620.83,3243024.252
22230,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",3.1,"pieces/m3","1-10","High",27.9528,-82.6416,"10/04/2017",-9199620.83,3243024.252
22076,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",5000,"pieces/m3",">=10","Very High",27.9528,-82.6416,"05/07/2017",-9199620.83,3243024.252
22228,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",2.3,"pieces/m3","1-10","High",27.9528,-82.6416,"03/10/2016",-9199620.83,3243024.252
22075,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9528,-82.6416,"05/06/2017",-9199620.83,3243024.252
22069,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.9456,-82.6943,"05/07/2017",-9205487.368,3242116.924
22064,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9456,-82.6943,"01/08/2016",-9205487.368,3242116.924
22063,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9456,-82.6943,"08/06/2016",-9205487.368,3242116.924
22066,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.9456,-82.6943,"01/11/2016",-9205487.368,3242116.924
22065,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9456,-82.6943,"03/10/2016",-9205487.368,3242116.924
22068,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9456,-82.6943,"05/06/2017",-9205487.368,3242116.924
22067,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.9456,-82.6943,"10/04/2017",-9205487.368,3242116.924
22106,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8524,-82.4093,"14/06/2016",-9173761.313,3230377.519
22108,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8524,-82.4093,"09/08/2016",-9173761.313,3230377.519
22110,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8524,-82.4093,"11/10/2016",-9173761.313,3230377.519
22235,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",5.2,"pieces/m3","1-10","High",27.8524,-82.4093,"13/12/2016",-9173761.313,3230377.519
22114,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8524,-82.4093,"13/06/2017",-9173761.313,3230377.519
22107,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.8524,-82.4093,"11/07/2016",-9173761.313,3230377.519
20618,"Atlantic Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.8606,-80.4505,"22/01/2022",-8955708.694,3231409.98
22233,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",4.9,"pieces/m3","1-10","High",27.8524,-82.4093,"11/10/2016",-9173761.313,3230377.519
22265,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",720,"pieces kg-1 d.w.",">200","Very High",27.8556,-82.3923,"21/03/2017",-9171865.208,3230776.266
22115,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.8524,-82.4093,"10/07/2017",-9173761.313,3230377.519
22111,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8524,-82.4093,"07/11/2016",-9173761.313,3230377.519
22238,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",4,"pieces/m3","1-10","High",27.8524,-82.4093,"13/06/2017",-9173761.313,3230377.519
22239,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",4.9,"pieces/m3","1-10","High",27.8524,-82.4093,"10/07/2017",-9173761.313,3230377.519
22112,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8524,-82.4093,"11/04/2017",-9173761.313,3230377.519
22113,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8524,-82.4093,"08/05/2017",-9173761.313,3230377.519
22263,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",60,"pieces kg-1 d.w.","20-150","Medium",27.8524,-82.4093,"21/03/2017",-9173761.313,3230377.519
22234,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",4.4,"pieces/m3","1-10","High",27.8524,-82.4093,"07/11/2016",-9173761.313,3230377.519
22245,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",6.5,"pieces/m3","1-10","High",27.8493,-82.4314,"13/06/2017",-9176221.473,3229987.219
22236,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",4.2,"pieces/m3","1-10","High",27.8524,-82.4093,"11/04/2017",-9173761.313,3230377.519
22109,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8524,-82.4093,"12/09/2016",-9173761.313,3230377.519
22237,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",2.2,"pieces/m3","1-10","High",27.8524,-82.4093,"08/05/2017",-9173761.313,3230377.519
22094,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8589,-82.4686,"13/06/2017",-9180362.558,3231195.927
22122,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.897,-82.4382,"11/04/2017",-9176978.446,3235994.042
22117,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.897,-82.4382,"11/07/2016",-9176978.446,3235994.042
22124,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.897,-82.4382,"13/06/2017",-9176978.446,3235994.042
22101,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8096,-82.446,"07/11/2016",-9177846.738,3224989.844
22243,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",1.9,"pieces/m3","1-10","High",27.8493,-82.4314,"11/04/2017",-9176221.473,3229987.219
22098,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8096,-82.446,"09/08/2016",-9177846.738,3224989.844
22242,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",5.8,"pieces/m3","1-10","High",27.8493,-82.4314,"13/12/2016",-9176221.473,3229987.219
22241,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",1.8,"pieces/m3","1-10","High",27.8493,-82.4314,"07/11/2016",-9176221.473,3229987.219
22246,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",2.9,"pieces/m3","1-10","High",27.8493,-82.4314,"10/07/2017",-9176221.473,3229987.219
22244,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",5.2,"pieces/m3","1-10","High",27.8493,-82.4314,"08/05/2017",-9176221.473,3229987.219
22240,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",10.3,"pieces/m3",">=10","Very High",27.8493,-82.4314,"11/10/2016",-9176221.473,3229987.219
22104,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8096,-82.446,"13/06/2017",-9177846.738,3224989.844
22097,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8096,-82.446,"11/07/2016",-9177846.738,3224989.844
22096,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.8096,-82.446,"14/06/2016",-9177846.738,3224989.844
22099,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8096,-82.446,"12/09/2016",-9177846.738,3224989.844
22105,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8096,-82.446,"10/07/2017",-9177846.738,3224989.844
22103,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8096,-82.446,"08/05/2017",-9177846.738,3224989.844
22102,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8096,-82.446,"11/04/2017",-9177846.738,3224989.844
22100,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",3000,"pieces/m3",">=10","Very High",27.8096,-82.446,"11/10/2016",-9177846.738,3224989.844
22095,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8589,-82.4686,"10/07/2017",-9180362.558,3231195.927
22086,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8589,-82.4686,"14/06/2016",-9180362.558,3231195.927
22093,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8589,-82.4686,"08/05/2017",-9180362.558,3231195.927
22087,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.8589,-82.4686,"11/07/2016",-9180362.558,3231195.927
22092,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8589,-82.4686,"11/04/2017",-9180362.558,3231195.927
22091,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8589,-82.4686,"07/11/2016",-9180362.558,3231195.927
22088,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8589,-82.4686,"09/08/2016",-9180362.558,3231195.927
22090,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8589,-82.4686,"11/10/2016",-9180362.558,3231195.927
22156,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",6000,"pieces/m3",">=10","Very High",27.8261,-82.5675,"20/06/2016",-9191372.056,3227066.617
22160,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8261,-82.5675,"17/04/2017",-9191372.056,3227066.617
22159,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8261,-82.5675,"15/11/2016",-9191372.056,3227066.617
22161,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8261,-82.5675,"19/06/2017",-9191372.056,3227066.617
17875,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.8445,-82.6121,"19/12/2019",-9196336.905,3229382.905
18830,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.8516,-82.5545,"04/12/2020",-9189924.903,3230276.795
18829,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.8516,-82.5545,"04/12/2020",-9189924.903,3230276.795
22089,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.8589,-82.4686,"12/09/2016",-9180362.558,3231195.927
22162,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",4000,"pieces/m3",">=10","Very High",27.8261,-82.5675,"24/07/2017",-9191372.056,3227066.617
22126,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.778,-82.5203,"20/06/2016",-9186117.776,3221013.391
18822,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.7842,-82.6238,"02/12/2020",-9197639.343,3221793.49
22261,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",30,"pieces kg-1 d.w.","20-150","Medium",27.8118,-82.5232,"21/03/2017",-9186440.603,3225266.729
22135,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.778,-82.5203,"24/07/2017",-9186117.776,3221013.391
22132,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.778,-82.5203,"17/04/2017",-9186117.776,3221013.391
22158,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.8261,-82.5675,"24/10/2016",-9191372.056,3227066.617
22157,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.8261,-82.5675,"15/08/2016",-9191372.056,3227066.617
22134,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",3000,"pieces/m3",">=10","Very High",27.778,-82.5203,"19/06/2017",-9186117.776,3221013.391
22144,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",7000,"pieces/m3",">=10","Very High",27.729,-82.4987,"19/06/2017",-9183713.275,3214849.654
22137,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.729,-82.4987,"25/07/2016",-9183713.275,3214849.654
22128,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.778,-82.5203,"15/08/2016",-9186117.776,3221013.391
22133,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.778,-82.5203,"16/05/2017",-9186117.776,3221013.391
22130,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.778,-82.5203,"24/10/2016",-9186117.776,3221013.391
22129,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.778,-82.5203,"20/09/2016",-9186117.776,3221013.391
22127,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.778,-82.5203,"25/07/2016",-9186117.776,3221013.391
22131,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.778,-82.5203,"15/11/2016",-9186117.776,3221013.391
22142,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.729,-82.4987,"17/04/2017",-9183713.275,3214849.654
22145,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.729,-82.4987,"24/07/2017",-9183713.275,3214849.654
22136,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.729,-82.4987,"20/06/2016",-9183713.275,3214849.654
22138,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.729,-82.4987,"15/08/2016",-9183713.275,3214849.654
22139,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.729,-82.4987,"20/09/2016",-9183713.275,3214849.654
22140,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.729,-82.4987,"24/10/2016",-9183713.275,3214849.654
22141,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.729,-82.4987,"15/11/2016",-9183713.275,3214849.654
22143,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.729,-82.4987,"16/05/2017",-9183713.275,3214849.654
22168,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.7084,-82.6092,"15/11/2016",-9196014.079,3212259.196
22165,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.7084,-82.6092,"15/08/2016",-9196014.079,3212259.196
22171,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.7084,-82.6092,"19/06/2017",-9196014.079,3212259.196
22260,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",40,"pieces kg-1 d.w.","20-150","Medium",27.7084,-82.6092,"21/03/2017",-9196014.079,3212259.196
22250,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",1.2,"pieces/m3","1-10","High",27.7084,-82.6092,"24/07/2017",-9196014.079,3212259.196
22167,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.7084,-82.6092,"24/10/2016",-9196014.079,3212259.196
