"OBJECTID","Oceans","Regions","SubRegions","Sampling.Method","Microplastics.Measurement.Density","Unit","Density.Class.Range","Concentration.Class","Latitude","Longitude","Date","x","y"
14843,"Indian Ocean","Bay of Bengal","","Ekman dredge",205,"pieces kg-1 d.w.",">200","Very High",22.361,91.8749,"07/09/2019",10227465.638,2554924.346
14873,"Indian Ocean","Bay of Bengal","","Ekman dredge",137.5,"pieces kg-1 d.w.","20-150","Medium",22.361,91.8749,"14/03/2020",10227465.638,2554924.346
14863,"Indian Ocean","Bay of Bengal","","Ekman dredge",130,"pieces kg-1 d.w.","20-150","Medium",22.3436,91.8692,"01/01/2020",10226828.222,2552833.637
14846,"Indian Ocean","Bay of Bengal","","Ekman dredge",215,"pieces kg-1 d.w.",">200","Very High",22.3436,91.8692,"07/09/2019",10226828.222,2552833.637
14862,"Indian Ocean","Bay of Bengal","","Ekman dredge",165,"pieces kg-1 d.w.","150-200","High",22.3436,91.8692,"01/01/2020",10226828.222,2552833.637
14861,"Indian Ocean","Bay of Bengal","","Ekman dredge",207.5,"pieces kg-1 d.w.",">200","Very High",22.3436,91.8692,"01/01/2020",10226828.222,2552833.637
14848,"Indian Ocean","Bay of Bengal","","Ekman dredge",122.5,"pieces kg-1 d.w.","20-150","Medium",22.3436,91.8692,"07/09/2019",10226828.222,2552833.637
14847,"Indian Ocean","Bay of Bengal","","Ekman dredge",112.5,"pieces kg-1 d.w.","20-150","Medium",22.3436,91.8692,"07/09/2019",10226828.222,2552833.637
14876,"Indian Ocean","Bay of Bengal","","Ekman dredge",130,"pieces kg-1 d.w.","20-150","Medium",22.3436,91.8692,"14/03/2020",10226828.222,2552833.637
14759,"Indian Ocean","Bay of Bengal","","Manta net",2.395833,"pieces/m3","1-10","High",22.3436,91.8692,"01/01/2020",10226828.222,2552833.637
14744,"Indian Ocean","Bay of Bengal","","Manta net",2.0625,"pieces/m3","1-10","High",22.3436,91.8692,"07/09/2019",10226828.222,2552833.637
14761,"Indian Ocean","Bay of Bengal","","Manta net",2.0625,"pieces/m3","1-10","High",22.3436,91.8692,"01/01/2020",10226828.222,2552833.637
14745,"Indian Ocean","Bay of Bengal","","Manta net",2,"pieces/m3","1-10","High",22.3436,91.8692,"07/09/2019",10226828.222,2552833.637
14775,"Indian Ocean","Bay of Bengal","","Manta net",2.770833,"pieces/m3","1-10","High",22.3436,91.8692,"14/03/2020",10226828.222,2552833.637
14760,"Indian Ocean","Bay of Bengal","","Manta net",2.458333,"pieces/m3","1-10","High",22.3436,91.8692,"01/01/2020",10226828.222,2552833.637
14774,"Indian Ocean","Bay of Bengal","","Manta net",2.479167,"pieces/m3","1-10","High",22.3436,91.8692,"14/03/2020",10226828.222,2552833.637
14764,"Indian Ocean","Bay of Bengal","","Manta net",2.979167,"pieces/m3","1-10","High",22.3264,91.8548,"01/01/2020",10225227.559,2550758.591
14865,"Indian Ocean","Bay of Bengal","","Ekman dredge",185,"pieces kg-1 d.w.","150-200","High",22.3264,91.8548,"01/01/2020",10225227.559,2550758.591
14866,"Indian Ocean","Bay of Bengal","","Ekman dredge",170,"pieces kg-1 d.w.","150-200","High",22.3264,91.8548,"01/01/2020",10225227.559,2550758.591
14879,"Indian Ocean","Bay of Bengal","","Ekman dredge",170,"pieces kg-1 d.w.","150-200","High",22.3264,91.8548,"14/03/2020",10225227.559,2550758.591
14878,"Indian Ocean","Bay of Bengal","","Ekman dredge",50,"pieces kg-1 d.w.","20-150","Medium",22.3436,91.8692,"14/03/2020",10226828.222,2552833.637
14776,"Indian Ocean","Bay of Bengal","","Manta net",2.541667,"pieces/m3","1-10","High",22.3436,91.8692,"14/03/2020",10226828.222,2552833.637
14877,"Indian Ocean","Bay of Bengal","","Ekman dredge",130,"pieces kg-1 d.w.","20-150","Medium",22.3436,91.8692,"14/03/2020",10226828.222,2552833.637
14864,"Indian Ocean","Bay of Bengal","","Ekman dredge",160,"pieces kg-1 d.w.","150-200","High",22.3264,91.8548,"01/01/2020",10225227.559,2550758.591
14763,"Indian Ocean","Bay of Bengal","","Manta net",2.895833,"pieces/m3","1-10","High",22.3264,91.8548,"01/01/2020",10225227.559,2550758.591
14762,"Indian Ocean","Bay of Bengal","","Manta net",3.375,"pieces/m3","1-10","High",22.3264,91.8548,"01/01/2020",10225227.559,2550758.591
14881,"Indian Ocean","Bay of Bengal","","Ekman dredge",165,"pieces kg-1 d.w.","150-200","High",22.3264,91.8548,"14/03/2020",10225227.559,2550758.591
14747,"Indian Ocean","Bay of Bengal","","Manta net",2.979167,"pieces/m3","1-10","High",22.3264,91.8548,"07/09/2019",10225227.559,2550758.591
14748,"Indian Ocean","Bay of Bengal","","Manta net",2.583333,"pieces/m3","1-10","High",22.3264,91.8548,"07/09/2019",10225227.559,2550758.591
14777,"Indian Ocean","Bay of Bengal","","Manta net",2.666667,"pieces/m3","1-10","High",22.3264,91.8548,"14/03/2020",10225227.559,2550758.591
14778,"Indian Ocean","Bay of Bengal","","Manta net",2.75,"pieces/m3","1-10","High",22.3264,91.8548,"14/03/2020",10225227.559,2550758.591
14850,"Indian Ocean","Bay of Bengal","","Ekman dredge",110,"pieces kg-1 d.w.","20-150","Medium",22.3264,91.8548,"07/09/2019",10225227.559,2550758.591
14849,"Indian Ocean","Bay of Bengal","","Ekman dredge",255,"pieces kg-1 d.w.",">200","Very High",22.3264,91.8548,"07/09/2019",10225227.559,2550758.591
14851,"Indian Ocean","Bay of Bengal","","Ekman dredge",97.5,"pieces kg-1 d.w.","20-150","Medium",22.3264,91.8548,"07/09/2019",10225227.559,2550758.591
14880,"Indian Ocean","Bay of Bengal","","Ekman dredge",165,"pieces kg-1 d.w.","150-200","High",22.3264,91.8548,"14/03/2020",10225227.559,2550758.591
14749,"Indian Ocean","Bay of Bengal","","Manta net",2.541667,"pieces/m3","1-10","High",22.3264,91.8548,"07/09/2019",10225227.559,2550758.591
14779,"Indian Ocean","Bay of Bengal","","Manta net",2.979167,"pieces/m3","1-10","High",22.3264,91.8548,"14/03/2020",10225227.559,2550758.591
14991,"Atlantic Ocean","","","Stainless steel spoon",4000,"pieces/m3","500-30000","Medium",28.1525,-16.4318,"26/06/2019",-1829178.496,3268216.59
15011,"Atlantic Ocean","","","Stainless steel spoon",103120,"pieces/m3",">40000","Very High",28.1525,-16.4318,"09/07/2019",-1829178.496,3268216.59
14987,"Atlantic Ocean","","","Stainless steel spoon",10000,"pieces/m3","500-30000","Medium",28.1525,-16.4318,"26/06/2019",-1829178.496,3268216.59
14986,"Atlantic Ocean","","","Stainless steel spoon",10160,"pieces/m3","500-30000","Medium",28.1525,-16.4318,"26/06/2019",-1829178.496,3268216.59
14990,"Atlantic Ocean","","","Stainless steel spoon",1520,"pieces/m3","500-30000","Medium",28.1525,-16.4318,"26/06/2019",-1829178.496,3268216.59
13144,"Atlantic Ocean","","","Manta net",0.915869,"pieces/m3","0.005-1","Medium",28.94,-17.625,"13/09/2013",-1962006.025,3368011.594
13145,"Atlantic Ocean","","","Manta net",0.375251,"pieces/m3","0.005-1","Medium",29.105,-18.315,"13/09/2013",-2038816.474,3389016.982
9514,"Atlantic Ocean","","","Grab sample",0.038,"pieces/m3","0.005-1","Medium",26.3667,-16.8167,"25/11/2014",-1872026.481,3044569.654
8991,"Atlantic Ocean","","","Grab sample",0.003,"pieces/m3","0.0005-0.005","Low",26.431,-17.0075,"25/11/2014",-1893266.24,3052560.81
9013,"Atlantic Ocean","","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",26.4735,-18.5288,"26/11/2014",-2062616.581,3057845.125
8987,"Atlantic Ocean","","","Grab sample",0.003,"pieces/m3","0.0005-0.005","Low",26.7518,-18.3423,"25/11/2014",-2041855.496,3092496.514
13822,"Atlantic Ocean","","","Manta net",0.254421,"pieces/m3","0.005-1","Medium",28.0058,-16.6273,"28/11/2020",-1850946.243,3249709.217
8988,"Atlantic Ocean","","","Grab sample",0.015,"pieces/m3","0.005-1","Medium",27.0951,-18.219,"25/11/2014",-2028129.803,3135358.27
13823,"Atlantic Ocean","","","Manta net",0.029301,"pieces/m3","0.005-1","Medium",28.0045,-17.2178,"09/12/2020",-1916680.402,3249541.149
12968,"Atlantic Ocean","","","Manta net",0.561627,"pieces/m3","0.005-1","Medium",29.8271,-37.2163,"10/11/2020",-4142900.901,3481342.797
12967,"Atlantic Ocean","","","Manta net",0.897001,"pieces/m3","0.005-1","Medium",29.8308,-37.2284,"10/11/2020",-4144244.861,3481825.024
12966,"Atlantic Ocean","","","Manta net",1.421261,"pieces/m3","1-10","High",29.8405,-37.2299,"10/11/2020",-4144413.844,3483064.936
11867,"Atlantic Ocean","","","Neuston net",0.159436,"pieces/m3","0.005-1","Medium",30.0679,-37.1043,"19/06/2013",-4130431.782,3512280.745
11866,"Atlantic Ocean","","","Neuston net",0.239154,"pieces/m3","0.005-1","Medium",30.9254,-37.0622,"19/06/2013",-4125745.232,3623064.698
13148,"Atlantic Ocean","","","Manta net",0.250374,"pieces/m3","0.005-1","Medium",31.2883,-25.2633,"16/09/2013",-2812301.365,3670251.558
13147,"Atlantic Ocean","","","Manta net",0.14263,"pieces/m3","0.005-1","Medium",31.1817,-24.905,"16/09/2013",-2772411.918,3656364.604
9014,"Atlantic Ocean","","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",27.2167,-32.1167,"26/11/2014",-3575214.69,3150571.736
13824,"Atlantic Ocean","","","Manta net",0.021124,"pieces/m3","0.005-1","Medium",27.2352,-18.9012,"10/12/2020",-2104068.286,3152883.606
11870,"Atlantic Ocean","","","Neuston net",0.128435,"pieces/m3","0.005-1","Medium",27.4098,-37.3969,"21/06/2013",-4163003.865,3174764.802
13146,"Atlantic Ocean","","","Manta net",0.121448,"pieces/m3","0.005-1","Medium",29.2317,-20.1033,"14/09/2013",-2237892.793,3405165.226
13584,"Atlantic Ocean","","","Manta net",0.492551,"pieces/m3","0.005-1","Medium",29.3187,-31.7913,"06/05/2019",-3538995.001,3416268.063
11868,"Atlantic Ocean","","","Neuston net",0.292299,"pieces/m3","0.005-1","Medium",29.144,-37.2309,"20/06/2013",-4144524.83,3393986.806
9070,"Atlantic Ocean","","","Grab sample",0.007,"pieces/m3","0.005-1","Medium",29.53,-29.2,"29/11/2014",-3250529.131,3443277.664
9002,"Atlantic Ocean","","","Grab sample",0.034,"pieces/m3","0.005-1","Medium",26.3442,-20.0108,"26/11/2014",-2227592.066,3041774.421
8995,"Atlantic Ocean","","","Grab sample",0.019,"pieces/m3","0.005-1","Medium",26.3433,-20.9633,"26/11/2014",-2333623.881,3041662.623
9016,"Atlantic Ocean","","","Grab sample",0.018,"pieces/m3","0.005-1","Medium",26.3517,-18.7,"26/11/2014",-2081674.478,3042706.105
11871,"Atlantic Ocean","","","Neuston net",0.106291,"pieces/m3","0.005-1","Medium",26.5065,-37.3597,"22/06/2013",-4158862.78,3061949.587
8999,"Atlantic Ocean","","","Grab sample",0.034,"pieces/m3","0.005-1","Medium",26.6383,-21.3917,"26/11/2014",-2381313.151,3078354.337
9028,"Atlantic Ocean","","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",26.4148,-25.07,"27/11/2014",-2790779.634,3050547.066
8989,"Atlantic Ocean","","","Grab sample",0.005,"pieces/m3","0.005-1","Medium",27.1,-22.46,"25/11/2014",-2500235.763,3135970.993
11885,"Atlantic Ocean","","","Neuston net",0.491595,"pieces/m3","0.005-1","Medium",29.695,-42.4807,"01/07/2013",-4728929.893,3464404.876
11894,"Atlantic Ocean","","","Neuston net",0.810466,"pieces/m3","0.005-1","Medium",29.7322,-46.0428,"06/07/2013",-5125461.051,3469172.888
11884,"Atlantic Ocean","","","Neuston net",0.823753,"pieces/m3","0.005-1","Medium",30.5189,-42.0936,"30/06/2013",-4685838.118,3570425.508
11878,"Atlantic Ocean","","","Neuston net",0.203724,"pieces/m3","0.005-1","Medium",30.6054,-39.6499,"27/06/2013",-4413806.678,3581608.16
11877,"Atlantic Ocean","","","Neuston net",1.74051,"pieces/m3","1-10","High",29.8048,-39.3083,"26/06/2013",-4375779.94,3478483.3
11895,"Atlantic Ocean","","","Neuston net",1.696222,"pieces/m3","1-10","High",30.5454,-46.6554,"07/07/2013",-5193655.371,3573850.348
11896,"Atlantic Ocean","","","Neuston net",3.047,"pieces/m3","1-10","High",31.2709,-47.178,"07/07/2013",-5251830.937,3667980.866
11875,"Atlantic Ocean","","","Neuston net",1.009762,"pieces/m3","1-10","High",28.1603,-38.518,"25/06/2013",-4287804.146,3269199.026
9471,"Atlantic Ocean","","","Grab sample",0.016,"pieces/m3","0.005-1","Medium",28.1833,-45.8667,"18/05/2015",-5105857.688,3272103.443
11869,"Atlantic Ocean","","","Neuston net",0.150579,"pieces/m3","0.005-1","Medium",28.3091,-37.4031,"21/06/2013",-4163694.046,3288000.418
11886,"Atlantic Ocean","","","Neuston net",0.341016,"pieces/m3","0.005-1","Medium",28.849,-42.5947,"01/07/2013",-4741620.314,3356441.121
11892,"Atlantic Ocean","","","Neuston net",6.457159,"pieces/m3","1-10","High",28.33,-44.9782,"05/07/2013",-5006950.321,3290643.308
11876,"Atlantic Ocean","","","Neuston net",0.938901,"pieces/m3","0.005-1","Medium",28.9639,-38.8362,"26/06/2013",-4323226.008,3371052.116
11893,"Atlantic Ocean","","","Neuston net",1.877802,"pieces/m3","1-10","High",29.0401,-45.484,"06/07/2013",-5063255.719,3380750.857
11888,"Atlantic Ocean","","","Neuston net",0.332158,"pieces/m3","0.005-1","Medium",27.1221,-42.9629,"03/07/2013",-4782608.151,3138734.83
11873,"Atlantic Ocean","","","Neuston net",0.354302,"pieces/m3","0.005-1","Medium",26.3333,-37.7217,"24/06/2013",-4199160.436,3040420.481
11890,"Atlantic Ocean","","","Neuston net",0.239154,"pieces/m3","0.005-1","Medium",26.8508,-43.773,"04/07/2013",-4872788.07,3104843.515
9470,"Atlantic Ocean","","","Grab sample",0.002,"pieces/m3","0.0005-0.005","Low",26.95,-40.8333,"16/05/2015",-4545542.163,3117226.297
11874,"Atlantic Ocean","","","Neuston net",2.032809,"pieces/m3","1-10","High",27.1974,-38.1324,"24/06/2013",-4244879.351,3148155.992
11891,"Atlantic Ocean","","","Neuston net",1.5235,"pieces/m3","1-10","High",27.5769,-44.3386,"04/07/2013",-4935750.374,3195734.527
11887,"Atlantic Ocean","","","Neuston net",0.735177,"pieces/m3","0.005-1","Medium",28.0164,-42.8324,"02/07/2013",-4768080.957,3251041.612
8906,"Atlantic Ocean","","","Grab sample",0.015,"pieces/m3","0.005-1","Medium",24.8967,-17.7617,"11/11/2014",-1977223.4,2863061.871
8911,"Atlantic Ocean","","","Grab sample",0.01,"pieces/m3","0.005-1","Medium",25.0063,-17.5167,"11/11/2014",-1949950.124,2876518.457
8990,"Atlantic Ocean","","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",25.4442,-16.44,"25/11/2014",-1830092.429,2930403.995
9544,"Atlantic Ocean","","","Grab sample",0.01,"pieces/m3","0.005-1","Medium",25.1665,-17.8353,"26/11/2014",-1985416.514,2896209.295
14584,"Atlantic Ocean","","","Intake seawater pump",2.5,"pieces/m3","1-10","High",25.6204,-18.1648,"11/11/2015",-2022095.062,2952142.425
14583,"Atlantic Ocean","","","Intake seawater pump",1,"pieces/m3","1-10","High",25.9888,-17.5687,"11/11/2015",-1955738.961,2997691.612
8903,"Atlantic Ocean","","","Grab sample",0.046,"pieces/m3","0.005-1","Medium",25.6958,-16.8288,"10/11/2014",-1873373.447,2961452.992
9547,"Atlantic Ocean","","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",24.6208,-17.5606,"11/11/2014",-1954837.05,2829239.833
9011,"Atlantic Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",24.591,-17.8492,"26/11/2014",-1986963.855,2825591.191
8909,"Atlantic Ocean","","","Grab sample",0.003,"pieces/m3","0.0005-0.005","Low",24.3061,-18.1438,"11/11/2014",-2019758.577,2790752.336
8908,"Atlantic Ocean","","","Grab sample",0.044,"pieces/m3","0.005-1","Medium",24.5276,-17.9505,"11/11/2014",-1998240.519,2817831.53
9354,"Atlantic Ocean","","","Grab sample",0.047,"pieces/m3","0.005-1","Medium",24.2975,-17.5836,"20/01/2015",-1957397.398,2789701.911
9479,"Atlantic Ocean","","","Grab sample",0.037,"pieces/m3","0.005-1","Medium",24.6667,-17.7,"10/11/2014",-1970354.987,2834861.424
8905,"Atlantic Ocean","","","Grab sample",0.001,"pieces/m3","0.0005-0.005","Low",24.7347,-17.4917,"11/11/2014",-1947167.137,2843193.51
9484,"Atlantic Ocean","","","Grab sample",0.003,"pieces/m3","0.0005-0.005","Low",25.6383,-19.64,"26/11/2014",-2186314.799,2954351.379
9008,"Atlantic Ocean","","","Grab sample",0.207,"pieces/m3","0.005-1","Medium",25.6567,-18.448,"26/11/2014",-2053621.966,2956623.522
9005,"Atlantic Ocean","","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",25.7527,-19.2615,"26/11/2014",-2144180.372,2968483.879
9009,"Atlantic Ocean","","","Grab sample",0.016,"pieces/m3","0.005-1","Medium",25.7649,-20.5279,"26/11/2014",-2285155.375,2969991.819
9006,"Atlantic Ocean","","","Grab sample",0.009,"pieces/m3","0.005-1","Medium",25.9666,-19.9069,"26/11/2014",-2216025.971,2994944.798
9003,"Atlantic Ocean","","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",26.0283,-20.2733,"26/11/2014",-2256813.433,3002586.442
8998,"Atlantic Ocean","","","Grab sample",0.005,"pieces/m3","0.005-1","Medium",26.1188,-19.3518,"26/11/2014",-2154232.522,3013802.288
9015,"Atlantic Ocean","","","Grab sample",0.022,"pieces/m3","0.005-1","Medium",25.106,-19.5708,"26/11/2014",-2178611.49,2888769.963
9012,"Atlantic Ocean","","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",25.38,-18.59,"26/11/2014",-2069429.334,2922491.729
8956,"Atlantic Ocean","","","Grab sample",0.013,"pieces/m3","0.005-1","Medium",25.3,-18.9333,"21/11/2014",-2107645.315,2912638.091
9010,"Atlantic Ocean","","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",25.19,-18.6083,"26/11/2014",-2071466.481,2899099.948
14585,"Atlantic Ocean","","","Intake seawater pump",0.5,"pieces/m3","0.005-1","Medium",25.1641,-18.9009,"11/11/2015",-2104042.126,2895908.084
9017,"Atlantic Ocean","","","Grab sample",0.024,"pieces/m3","0.005-1","Medium",25.4348,-19.1083,"26/11/2014",-2127126.226,2929245.238
9557,"Atlantic Ocean","","","Grab sample",0.019,"pieces/m3","0.005-1","Medium",25.6112,-18.863,"24/11/2014",-2099819.555,2951005.543
10316,"Atlantic Ocean","","","Neuston net",0.004566,"pieces/m3","0.0005-0.005","Low",24.5642,-19.7887,"28/11/2016",-2202871.347,2822306.931
9553,"Atlantic Ocean","","","Grab sample",0.026,"pieces/m3","0.005-1","Medium",24.7292,-19.2968,"26/11/2014",-2148109.95,2842519.422
14586,"Atlantic Ocean","","","Intake seawater pump",1,"pieces/m3","1-10","High",24.4469,-19.8333,"11/11/2015",-2207837.643,2807959.784
8910,"Atlantic Ocean","","","Grab sample",0.065,"pieces/m3","0.005-1","Medium",24.3935,-18.2827,"11/11/2014",-2035220.854,2801431.635
9560,"Atlantic Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",24.8857,-18.8101,"11/11/2014",-2093930.754,2861711.961
8907,"Atlantic Ocean","","","Grab sample",0.015,"pieces/m3","0.005-1","Medium",24.9433,-18.1717,"11/11/2014",-2022864.391,2868781.912
9542,"Atlantic Ocean","","","Grab sample",0.01,"pieces/m3","0.005-1","Medium",25.0864,-18.4138,"26/11/2014",-2049814.84,2886360.655
9032,"Atlantic Ocean","","","Grab sample",0.005,"pieces/m3","0.005-1","Medium",25.4415,-23.6505,"27/11/2014",-2632761.617,2930071.151
11872,"Atlantic Ocean","","","Neuston net",0.093004,"pieces/m3","0.005-1","Medium",25.5796,-37.2534,"23/06/2013",-4147029.518,2947105.084
9494,"Atlantic Ocean","","","Grab sample",0.005,"pieces/m3","0.005-1","Medium",25.5237,-20.8627,"26/11/2014",-2322425.141,2940207.743
9031,"Atlantic Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",25.6064,-23.6696,"27/11/2014",-2634887.819,2950413.002
11889,"Atlantic Ocean","","","Neuston net",0.717462,"pieces/m3","0.005-1","Medium",26.2599,-43.1399,"03/07/2013",-4802311.701,3031306.443
9000,"Atlantic Ocean","","","Grab sample",0.001,"pieces/m3","0.0005-0.005","Low",26.27,-21.49,"26/11/2014",-2392255.857,3032560.212
10068,"Atlantic Ocean","","","Intake seawater pump",11,"pieces/m3",">=10","Very High",25.6829,-26.5308,"08/11/2017",-2953395.146,2959859.463
9511,"Atlantic Ocean","","","Grab sample",0.021,"pieces/m3","0.005-1","Medium",24.5833,-21.65,"27/11/2014",-2410066.976,2824648.562
9468,"Atlantic Ocean","","","Grab sample",0.007,"pieces/m3","0.005-1","Medium",24.8833,-24,"10/05/2015",-2671667.779,2861417.452
9465,"Atlantic Ocean","","","Grab sample",0.024,"pieces/m3","0.005-1","Medium",24.9933,-26.2117,"28/11/2014",-2917873.097,2874921.703
13583,"Atlantic Ocean","","","Manta net",0.848419,"pieces/m3","0.005-1","Medium",25.1705,-32.3353,"04/05/2019",-3599543.565,2896701.282
9001,"Atlantic Ocean","","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",25.0133,-20.673,"26/11/2014",-2301307.833,2877378.318
9004,"Atlantic Ocean","","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",25.2457,-21.12,"26/11/2014",-2351067.646,2905953.64
9034,"Atlantic Ocean","","","Grab sample",0.014,"pieces/m3","0.005-1","Medium",25.2758,-23,"27/11/2014",-2560348.288,2909658.648
9469,"Atlantic Ocean","","","Grab sample",0.017,"pieces/m3","0.005-1","Medium",24.3364,-29.1592,"12/05/2015",-3245987.296,2794453.821
9035,"Atlantic Ocean","","","Grab sample",0.033,"pieces/m3","0.005-1","Medium",24.2317,-21.2217,"27/11/2014",-2362388.838,2781667.288
9027,"Atlantic Ocean","","","Grab sample",0.015,"pieces/m3","0.005-1","Medium",24.2833,-22.1,"27/11/2014",-2460160.747,2787967.643
9029,"Atlantic Ocean","","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",24.5117,-25.9383,"27/11/2014",-2887438.348,2815886.11
9068,"Atlantic Ocean","","","Grab sample",0.011,"pieces/m3","0.005-1","Medium",24.37,-31.7817,"29/11/2014",-3537922.661,2798559.474
9026,"Atlantic Ocean","","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",24.2567,-20.63,"27/11/2014",-2296521.095,2784719.466
9030,"Atlantic Ocean","","","Grab sample",0.01,"pieces/m3","0.005-1","Medium",24.5338,-24.4956,"27/11/2014",-2726837.719,2818590.188
8913,"Atlantic Ocean","","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",22.8395,-19.3,"12/11/2014",-2148466.172,2612620.383
8912,"Atlantic Ocean","","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",22.9035,-19.1172,"12/11/2014",-2128116.969,2620352.759
14587,"Atlantic Ocean","","","Intake seawater pump",0,"pieces/m3","0-0.0005","Very Low",23.7115,-20.3488,"12/11/2015",-2265219.947,2718298.164
9007,"Atlantic Ocean","","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",23.5153,-18.7063,"26/11/2014",-2082375.791,2694455.554
14588,"Atlantic Ocean","","","Intake seawater pump",0.5,"pieces/m3","0.005-1","Medium",23.0083,-20.8392,"12/11/2015",-2319810.468,2633025.92
9037,"Atlantic Ocean","","","Grab sample",0.002,"pieces/m3","0.0005-0.005","Low",23.7238,-21.2277,"27/11/2014",-2363056.755,2719787.873
8918,"Atlantic Ocean","","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",23.8871,-18.5837,"12/11/2014",-2068728.021,2739656.775
14589,"Atlantic Ocean","","","Intake seawater pump",1,"pieces/m3","1-10","High",22.2947,-21.3343,"12/11/2015",-2374926.195,2546945.302
8914,"Atlantic Ocean","","","Grab sample",0.015,"pieces/m3","0.005-1","Medium",22.8342,-18.9109,"12/11/2014",-2105151.758,2611980.209
8917,"Atlantic Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",22.3413,-19.9525,"12/11/2014",-2221102.14,2552552.007
10317,"Atlantic Ocean","","","Neuston net",0.004222,"pieces/m3","0.0005-0.005","Low",22.3912,-20.664,"29/11/2016",-2300303.731,2558555.122
8915,"Atlantic Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",22.781,-19.501,"12/11/2014",-2170841.39,2605555.689
8916,"Atlantic Ocean","","","Grab sample",0.003,"pieces/m3","0.0005-0.005","Low",22.3,-20.07,"12/11/2014",-2234182.18,2547582.133
8919,"Atlantic Ocean","","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",21.3652,-19.473,"12/11/2014",-2167724.444,2435478.442
9098,"Atlantic Ocean","","","Grab sample",0.01,"pieces/m3","0.005-1","Medium",22.6187,-26.3271,"30/11/2014",-2930719.366,2585971.521
9048,"Atlantic Ocean","","","Grab sample",0.024,"pieces/m3","0.005-1","Medium",23.2987,-27.369,"28/11/2014",-3046703.144,2668181.541
9620,"Atlantic Ocean","","","Grab sample",0.06,"pieces/m3","0.005-1","Medium",23.7836,-22.7002,"27/11/2014",-2526974.705,2727060.911
9049,"Atlantic Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",23.3667,-28.1833,"28/11/2014",-3137350.605,2676425.45
9036,"Atlantic Ocean","","","Grab sample",0.001,"pieces/m3","0.0005-0.005","Low",23.35,-21.6717,"27/11/2014",-2412482.609,2674400.452
13825,"Atlantic Ocean","","","Manta net",0.003319,"pieces/m3","0.0005-0.005","Low",23.6327,-21.6158,"12/12/2020",-2406263.523,2708710.441
9033,"Atlantic Ocean","","","Grab sample",0.013,"pieces/m3","0.005-1","Medium",23.8825,-21.5175,"27/11/2014",-2395317.143,2739096.745
13826,"Atlantic Ocean","","","Manta net",0.024821,"pieces/m3","0.005-1","Medium",22.3418,-23.5612,"13/12/2020",-2622817.113,2552616.155
9075,"Atlantic Ocean","","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",22.375,-28.4233,"29/11/2014",-3164067.283,2556608.418
9074,"Atlantic Ocean","","","Grab sample",0.05,"pieces/m3","0.005-1","Medium",22.3833,-29.5,"29/11/2014",-3283924.978,2557607.625
9113,"Atlantic Ocean","","","Grab sample",0.022,"pieces/m3","0.005-1","Medium",22.4862,-26.2168,"01/12/2014",-2918440.826,2570000.349
9105,"Atlantic Ocean","","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",22.4913,-29.3618,"30/11/2014",-3268540.625,2570614.805
9083,"Atlantic Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",22.5127,-26.7275,"29/11/2014",-2975291.69,2573193.358
9062,"Atlantic Ocean","","","Grab sample",0.119,"pieces/m3","0.005-1","Medium",22.5717,-25.1333,"29/11/2014",-2797826.158,2580304.519
9060,"Atlantic Ocean","","","Grab sample",0.003,"pieces/m3","0.0005-0.005","Low",22.2,-26.18,"29/11/2014",-2914344.269,2535554.62
9082,"Atlantic Ocean","","","Grab sample",0.002,"pieces/m3","0.0005-0.005","Low",21.4667,-25.2667,"29/11/2014",-2812676.178,2447615.376
9059,"Atlantic Ocean","","","Grab sample",0.005,"pieces/m3","0.005-1","Medium",21.945,-26.3483,"29/11/2014",-2933079.339,2504923.107
9072,"Atlantic Ocean","","","Grab sample",0.016,"pieces/m3","0.005-1","Medium",21.7247,-27.0357,"29/11/2014",-3009600.357,2478504.098
